              author_id               | first_name |       last_name        
--------------------------------------+------------+------------------------
 a48ccd0f-c3ff-4d5f-a6fe-c10848719ce5 | Lightlark
 eb9910da-1c69-4ef0-8e0e-5840ca04a380 | Lincoln in the Bardo
 370bb1f1-7eda-4828-93e5-88cace76098d | Lord of Shadows
 d251529b-44c7-4628-ae32-1b54f4efcc03 | Malibu Rising
 fcf19eb6-74e4-482b-862a-f3c20f0a57a2 | Mockingjay
 8285b0f2-c2f1-4ff3-a74e-030e4cb47ffa | My Brilliant Friend
 cb7028c5-583d-4505-870c-8918923e3468 | Never Let Me Go
 ccecba4e-19f2-4977-a7f5-a64ba54c2de8 | Nevernight
 11c7b598-b577-4e5f-b988-3347839d9a96 | Nightbane
 7302da6b-0859-48c8-a743-8ffc73bd6ed5 | Normal People
 caca1abb-0677-4801-9586-f8732d8937df | Obsidio
 8dd1495b-7b0a-41d1-97f6-77f99adbedd9 | Once Upon a Broken Heart
 ecec3822-2abb-4fe8-8a35-8f75cb5b5d00 | Our Dark Duet
 e1979d34-ff10-4f48-9ecc-c4d8fe3dc1d7 | Project Hail Mary
 ae02e3da-e96e-4f34-8c45-33fe6327412c | Queen of Air and Darkness
 747d5df7-daf5-47ea-9ebe-e707e21d7fd8 | Queen of Shadows
 7ca6c205-ed24-4aee-a4a1-701d5926e58b | Realm Breaker
 1b8c2b12-c017-4804-8df8-9b5e45c3f87f | Red Queen
 72aac672-fcb5-4f75-8c9f-35b54c08b431 | Reminders of Him
 3e48080f-456f-4dd4-8ed3-996c4c5d1db9 | Restore Me
 1a14d2ed-b677-42eb-bc3e-6a78ddb1f7a8 | Ruin and Rising
 8c1b857f-852f-4bb9-bcca-3761a46d8a78 | Rule of Wolves
 ac2c6867-0a1e-4e01-8016-b09183e01db9 | Sea of Tranquility
 665fe5b6-a36b-4104-883f-4400203a8976 | Serpent & Dove
 d6aeba5f-5d8a-4b67-a1df-f38f28b38d41 | Shadow and Bone
 d8e0d3f2-d01a-4d53-80f8-7d97e61c8eba | Shatter Me
 fc7b50ee-89c4-4622-8ac4-4e9fceaa97c8 | She Who Became the Sun
 af5fa9fa-03c7-4640-8c1a-3172f22ba55f | Siege and Storm
 221e8d86-6295-4e54-826a-530f2db1c035 | Six of Crows
 513fec1f-be49-4ef8-b19e-2202056073a0 | Small Things Like These
 0b32f06d-5edf-4077-8d6e-ff38e207961a | Spare
 ed315038-fb94-4c41-9759-667b65c7c540 | The Ashes and the Star-Cursed King
 c648e155-66b6-48dd-8374-9a8b5832df45 | The Atlas Six
 fdc843e7-3df6-417b-8bb6-ca1c80b401db | The Atlas Six: Illustrated Edition
 c54e0224-118c-43c2-857e-22e74330e174 | The Ballad of Songbirds and Snakes
 6e013b45-a52d-46c5-b45f-542274582583 | The Burning God
 4f82177e-15ce-4c56-9fbf-796d7ea2804c | The Covenant of Water
 333b9948-8b96-4be6-ac07-a03e5db15c92 | The Dragon Republic
 bb23edc9-91fb-41b1-9c1a-cffaeb05d01e | The Glass Castle
 05cb7ddc-fbd5-4899-a854-dbf06ee86046 | The Goldfinch
 9a6b9e7c-7cac-4c32-b420-c71b3dfbdcfb | The House in the Cerulean Sea
 d669ef37-51a5-42ba-89c1-a3d8db0f300a | The Hunger Games
 78529251-fc7e-40c4-b94f-1fe2fc676f4b | The Invisible Life of Addie LaRue
 775ee6ae-7471-4efa-a431-321fe0d8bb1f | The Midnight Library
 fd1fe11b-e778-4802-aa00-416ac51e5f33 | The Night Circus
 56be8083-b5b0-4618-8d39-524ca8def7da | The Overstory
 921783dc-7146-457f-b481-e0a921d0c584 | The Poppy War
 a74cdf3d-a11b-4f17-a7c5-0b3923aa4bba | The Priory of the Orange Tree
 1a28b1f2-7ec2-4664-82d3-3c69acd79969 | The Road
 8b2a2fa1-f832-429b-a4d8-27db06cc0fdc | The Rose and the Dagger
 96166a20-0c85-469a-961d-8e876f98d00b | The Serpent and the Wings of Night
 f42ea33a-0edc-4697-b154-7cee4faf6919 | The Shadows Between Us
 061cc62d-4530-42d2-855d-365359e7b206 | The Song of Achilles
 08f2c938-7a33-48ea-a611-698f26df1195 | The Songbird and the Heart of Stone
 4310d0ed-3d59-4085-b4f1-0e7ffb31874f | The Stardust Thief
 290f8912-5cf8-4771-a6f3-ec9da866d3e7 | The Testaments
 ce398622-71f1-46f4-afcc-53ae0361f631 | The Underground Railroad
 f21d8987-d8bf-489e-a068-6369266d3fd0 | The Warmth of paperback Suns
 af9d51dd-fe4e-479e-af77-854242f1ffff | The Wrath and the Dawn
 31e6de7e-1e85-4565-87f1-140d98670c23 | This Savage Song
 bf42b2ff-49f8-4ee4-9170-c54e0c427c08 | Throne of Glass
 0009d0a3-d932-417c-8e05-560e54b6505a | Tomorrow, and Tomorrow, and Tomorrow
 b490dbfa-1183-476d-8cff-23239c89ee4b | Tomorrow, and Tomorrow, and Tomorrow: Collector’s Edition
 d2c936f3-18c9-416d-a11b-bae4199cb449 | Tower of Dawn
 cf36f9f8-4b5f-4fd7-b9d1-d123775314be | Trust
 d9d7198c-9c55-46db-9cd0-d24b7efecf88 | Under the Whispering Door
 9fc934b4-373c-4e47-8e87-6bfac305f403 | Vengeful
 31c6baac-7966-4ff0-b0dd-912889ef431f | Verity
 d1e5b180-2da0-463f-9bfa-8170b15bcfe3 | War Storm
 d3c81bd4-bd29-4236-a0d9-08b45ffacb78 | Where the Crawdads Sing
 f37905f0-a109-4420-ab95-96e97a7d31b2 | Wolf Hall
 b865cf43-8be2-42cd-9678-11d561cb94a4 | Yellowface
(145 rows)

